,Long,Lat,OBS,Species,mTcm,mTcm70,Pwq,Pwq70,Pop,CTI,nLmic,NN,CoH
16984,26.55,-9.45,0,Quad,0.94,1.28,0.551,0.43,0.005522898,1.322302246,147.5789578,0.15,1.956342539
16985,27.45,-9.45,0,Quad,0.97,1.3,0.534,0.447,0.005522898,1.39010334,239.7260778,0.24,2.470236242
16986,28.35,-9.45,0,Quad,1.19,1.51,0.502,0.435,0.01013951,1.737237549,189.0786953,0.19,2.580670616
16987,29.25,-9.45,0,Quad,1.21,1.52,0.568,0.5,0.011189371,1.258757687,135.1963994,0.14,2.682606946
16988,30.15,-9.45,0,Quad,1.11,1.41,0.69,0.518,0.005853574,1.407119656,144.5007504,0.14,2.694478187
16989,31.05,-9.45,0,Quad,0.98,1.27,0.719,0.477,0.01289276,1.278404713,208.7054248,0.21,2.706105226
16990,31.95,-9.45,0,Quad,1.19,1.47,0.613,0.378,0.013027743,1.301512051,186.483361,0.19,2.717489402
16991,32.85,-9.45,0,Quad,1.34,1.63,0.623,0.367,0.013738891,1.361894703,87.39236804,0.09,2.721405836
16992,33.75,-9.45,0,Quad,1.55,1.84,1.459,0.872,0.1223396,1.259767628,23.95610761,0.02,2.686228831
16993,34.65,-9.45,0,Quad,0.55,0.85,0.754,0.449,0.037724812,1.39088192,116.5566438,0.12,2.769913348
16994,35.55,-9.45,0,Quad,1.65,1.96,0.824,0.543,0.0120037,1.172071075,216.0372523,0.22,2.958738436
16995,36.45,-9.45,0,Quad,1.53,1.83,0.784,0.572,0.007643631,1.550607872,315.9649103,0.32,3.147176387
16996,37.35,-9.45,0,Quad,1.64,1.91,0.657,0.529,0.004869732,1.631551552,416.0175979,0.42,3.335248457
16997,38.25,-9.45,0,Quad,1.7,1.93,0.569,0.52,0.004869732,1.460665131,484.2723182,0.48,3.441872435
16998,39.15,-9.45,0,Quad,1.79,2,0.523,0.517,0.013346981,1.339282322,486.5698751,0.49,3.529728263
16999,119.25,-9.45,0,Quad,1.67,1.89,0.939,0.905,0.216891754,1.240288639,674.1237821,0.67,1.967614576
17000,124.65,-9.45,0,Quad,1.89,2.1,0.754,0.653,0.092540459,1.876823044,570.7853692,0.57,3.172954985
17001,147.15,-9.45,0,Quad,2.15,2.37,0.602,0.648,0.682227173,1.330931473,33.86910607,0.03,4.922748405
17002,148.05,-9.45,0,Quad,0.93,1.13,1.14,1.221,0.005544471,1.170113087,67.02957694,0.07,4.771329676
17003,148.95,-9.45,0,Quad,2.12,2.33,0.73,0.796,0.005544471,1.470526695,155.0016131,0.16,4.620201371
17004,150.75,-9.45,0,Quad,1.77,1.95,1.022,1.07,0.014219531,1.01040163,26.79466781,0.03,3.902031469
17005,159.75,-9.45,0,Quad,2.03,2.21,1.011,0.898,0.011148061,1.564724636,657.031181,0.66,2.317795456
17006,-77.85,-10.35,0,Quad,1.03,1.3,0.017,0.018,0.006374976,1.194824314,4074.073609,4.07,2.813167047
17007,-76.95,-10.35,0,Quad,-0.72,-0.39,0.364,0.371,0.007467968,1.022801876,4083.615265,4.08,2.94646176
17008,-76.05,-10.35,0,Quad,-0.31,0.02,0.53,0.525,0.029866579,1.238011169,4095.586232,4.1,3.072895079
17009,-75.15,-10.35,0,Quad,1.61,1.95,1.064,0.902,0.002029077,1.152100849,4109.965283,4.11,3.175430217
17010,-74.25,-10.35,0,Quad,1.2,1.54,0.802,0.59,0.001519769,1.335028934,4126.727244,4.13,3.278008653
17011,-73.35,-10.35,0,Quad,1.81,2.14,0.682,0.514,0.001519769,1.414378738,4145.843215,4.15,3.285808472
17012,-72.45,-10.35,0,Quad,1.74,2.06,0.715,0.59,0.000176957,1.314962006,4167.2808,4.17,3.06263699
17013,-71.55,-10.35,0,Quad,1.73,2.04,0.733,0.68,0.000176957,1.785045052,4191.004372,4.19,3.144955397
17014,-70.65,-10.35,0,Quad,1.68,1.98,0.755,0.736,8.26E-05,1.421615791,4216.975352,4.22,3.363859185
17015,-69.75,-10.35,0,Quad,1.62,1.92,0.725,0.674,0.001160436,1.305347538,4245.152492,4.25,3.583750065
17016,-68.85,-10.35,0,Quad,1.69,1.99,0.753,0.652,0.027315531,1.386377907,4275.492174,4.28,3.658947504
17017,-67.95,-10.35,0,Quad,1.85,2.15,0.818,0.675,0.002984955,1.630511284,4307.948707,4.31,3.616888352
17018,-67.05,-10.35,0,Quad,1.85,2.15,0.766,0.622,0.000299604,1.400012207,4342.474627,4.34,3.524420827
17019,-66.15,-10.35,0,Quad,1.86,2.17,0.761,0.603,0.000161852,1.444315338,4378.27103,4.38,3.153912852
17020,-65.25,-10.35,0,Quad,1.9,2.18,0.718,0.559,0.001372249,1.546683979,4415.772195,4.42,2.782868218
17021,-64.35,-10.35,0,Quad,1.85,2.15,0.822,0.657,0.001372249,1.414908218,4455.21111,4.46,2.411245424
17022,-63.45,-10.35,0,Quad,1.72,2.06,1.032,0.84,0.006509168,1.444076252,4496.536787,4.5,2.049345353
17023,-62.55,-10.35,0,Quad,1.62,1.95,0.923,0.772,0.008831857,1.435950375,4539.6977,4.54,2.017700719
17024,-61.65,-10.35,0,Quad,1.52,1.84,0.886,0.759,0.015430531,1.238615227,4584.642017,4.58,1.985574356
17025,-60.75,-10.35,0,Quad,1.52,1.85,0.927,0.822,0.000137935,1.388508511,4631.317818,4.63,1.952962843
17026,-59.85,-10.35,0,Quad,1.48,1.83,0.934,0.782,0.00068703,1.36898737,4679.673292,4.68,1.963655322
17027,-58.95,-10.35,0,Quad,1.43,1.8,0.907,0.731,0.00068703,1.155528259,4729.656922,4.73,1.994224905
17028,-58.05,-10.35,0,Quad,1.49,1.87,0.959,0.787,0.000726033,1.316743279,4781.217645,4.78,1.978304827
17029,-57.15,-10.35,0,Quad,1.5,1.88,1.027,0.884,0.001045671,1.241874695,4834.304998,4.83,1.948190622
17030,-56.25,-10.35,0,Quad,1.53,1.91,1.003,0.876,0.005229944,1.30031414,4888.869251,4.89,1.919369244
17031,-55.35,-10.35,0,Quad,1.53,1.91,1.024,0.907,0.005178256,1.357858562,4944.861513,4.94,2.040252
17032,-54.45,-10.35,0,Quad,1.51,1.88,1.078,0.961,0.001834955,1.629849434,5002.233831,5,2.128137105
17033,-53.55,-10.35,0,Quad,1.51,1.89,1.163,1.046,0.001808751,1.350189877,4955.309284,4.96,2.216795567
17034,-52.65,-10.35,0,Quad,1.58,2,1.011,0.886,0.000231692,1.412416363,4869.604884,4.87,2.30623727
17035,-51.75,-10.35,0,Quad,1.69,2.14,0.89,0.706,0.003905241,1.33620615,4784.463234,4.78,2.396472469
17036,-50.85,-10.35,0,Quad,1.82,2.28,0.87,0.64,0.000987633,1.343508434,4699.914918,4.7,2.513646502
17037,-49.95,-10.35,0,Quad,1.87,2.34,0.926,0.604,0.000565557,1.580604267,4615.99254,4.62,2.638823199
17038,-49.05,-10.35,0,Quad,1.79,2.29,0.936,0.554,0.001076145,1.414863873,4532.730866,4.53,2.473982421
17039,-48.15,-10.35,0,Quad,1.62,2.05,0.812,0.503,0.007300124,1.183594608,4450.166982,4.45,2.404600982
17040,-47.25,-10.35,0,Quad,1.69,2.12,0.738,0.512,0.001140617,1.860769844,4368.340453,4.37,2.364309607
17041,-46.35,-10.35,0,Quad,1.52,1.93,0.651,0.494,0.000170895,1.348356533,4287.2935,4.29,2.324786256
17042,-45.45,-10.35,0,Quad,1.29,1.66,0.555,0.439,0.004679646,1.551759911,4207.071175,4.21,2.286027054
17043,-44.55,-10.35,0,Quad,1.4,1.72,0.498,0.395,0.002834705,1.477245712,4127.721561,4.13,2.206352772
17044,-43.65,-10.35,0,Quad,1.42,1.69,0.431,0.334,0.004323236,1.266561604,4049.295961,4.05,2.28763912
17045,-42.75,-10.35,0,Quad,1.64,1.89,0.347,0.242,0.000858251,1.760734558,3971.849112,3.97,2.772431002
17046,-41.85,-10.35,0,Quad,1.68,1.92,0.307,0.208,0.000400368,1.607172203,3895.43939,3.9,3.257387372
17047,-40.95,-10.35,0,Quad,1.52,1.75,0.201,0.121,0.009063983,1.918805695,3820.129029,3.82,3.751809132
17048,-40.05,-10.35,0,Quad,1.63,1.85,0.245,0.183,0.028990383,1.384252644,3745.984336,3.75,4.271193168
17049,-39.15,-10.35,0,Quad,1.55,1.75,0.2,0.161,0.035976036,1.371153831,3668.619628,3.67,4.671566358
17050,-38.25,-10.35,0,Quad,1.6,1.79,0.278,0.213,0.031491819,1.671453476,3582.735849,3.58,4.762444247
17051,-37.35,-10.35,0,Quad,1.82,2.01,0.364,0.28,0.025124893,1.316085052,3497.613106,3.5,4.854196832
17052,-36.45,-10.35,0,Quad,1.93,2.12,0.621,0.517,0.075381653,1.598264027,3413.308337,3.41,4.946833719
17053,13.95,-10.35,0,Quad,1.68,1.89,0.38,0.512,0.008228606,1.262064075,457.061095,0.46,2.144523225
17054,14.85,-10.35,0,Quad,1.24,1.49,0.497,0.582,0.0158995,1.674554062,372.5059812,0.37,1.99934644
17055,15.75,-10.35,0,Quad,1,1.32,0.496,0.562,0.0158995,1.371577263,297.8114413,0.3,1.801992151
17056,16.65,-10.35,0,Quad,1,1.36,0.512,0.529,0.0140105,1.592996025,242.2760617,0.24,1.414003657
17057,17.55,-10.35,0,Quad,1.05,1.43,0.567,0.541,0.0140105,1.296221542,220.8592598,0.22,1.025971925
17058,18.45,-10.35,0,Quad,1.04,1.39,0.609,0.557,0.003719633,1.324220562,242.7653645,0.24,0.637853458
17059,19.35,-10.35,0,Quad,0.94,1.28,0.628,0.565,0.002682709,1.50949297,298.6072987,0.3,0.253287652
17060,20.25,-10.35,0,Quad,1.02,1.37,0.616,0.58,0.002682709,1.275782299,373.460443,0.37,-0.123714139
17061,21.15,-10.35,0,Quad,1.01,1.36,0.695,0.682,0.002682709,1.417121124,458.0984317,0.46,-0.099553846
17062,22.05,-10.35,0,Quad,1.1,1.45,0.675,0.606,0.002682709,1.507256126,373.9909739,0.37,0.11465869
17063,22.95,-10.35,0,Quad,1.13,1.48,0.662,0.589,0.007650423,1.346479607,274.1949253,0.27,0.386458781
17064,23.85,-10.35,0,Quad,1.05,1.4,0.719,0.619,0.007650423,1.887612152,174.8472262,0.17,0.658727846
17065,24.75,-10.35,0,Quad,1.12,1.46,0.705,0.559,0.023565731,1.268999577,77.68741883,0.08,0.93145498
17066,25.65,-10.35,0,Quad,0.82,1.16,0.6,0.485,0.023565731,1.273266411,39.67624722,0.04,1.485151482
17067,26.55,-10.35,0,Quad,0.86,1.19,0.525,0.417,0.009635756,1.40490694,128.1690569,0.13,2.092955598
17068,27.45,-10.35,0,Quad,0.92,1.25,0.534,0.426,0.007830684,1.565689468,225.0094063,0.23,2.314955751
17069,28.35,-10.35,0,Quad,0.95,1.27,0.612,0.487,0.007830684,1.45046072,140.1803463,0.14,2.425100299
17070,29.25,-10.35,0,Quad,0.97,1.28,0.741,0.588,0.0155602,1.332926369,46.66736461,0.05,2.534765828
17071,30.15,-10.35,0,Quad,1,1.3,0.848,0.609,0.009016544,1.679150009,69.13930407,0.07,2.58923381
17072,31.05,-10.35,0,Quad,0.95,1.24,0.795,0.503,0.01352249,1.499634838,165.7037442,0.17,2.600833071
17073,31.95,-10.35,0,Quad,1.07,1.36,0.732,0.437,0.008833966,1.900695229,221.2339835,0.22,2.612177384
17074,32.85,-10.35,0,Quad,1.37,1.65,0.587,0.335,0.004016108,1.413646793,147.6680654,0.15,2.588630736
17075,33.75,-10.35,0,Quad,0.74,1.02,0.725,0.386,3.09E-05,1.179709816,121.4179831,0.12,2.553545879
17076,34.65,-10.35,0,Quad,1.18,1.47,0.64,0.359,0.01960425,1.313400078,166.5949662,0.17,2.58569334
17077,35.55,-10.35,0,Quad,1.31,1.61,0.754,0.464,0.012003699,1.750478745,246.6587236,0.25,2.774023515
17078,36.45,-10.35,0,Quad,1.39,1.68,0.766,0.529,0.012003699,1.336309147,337.6422013,0.34,2.961945036
17079,37.35,-10.35,0,Quad,1.53,1.8,0.664,0.518,0.005160261,1.271377182,432.7113048,0.43,3.06878607
17080,38.25,-10.35,0,Quad,1.66,1.9,0.553,0.484,0.024483902,1.627653313,529.6706312,0.53,3.157307778
17081,39.15,-10.35,0,Quad,1.69,1.91,0.523,0.493,0.030838835,1.674897957,587.6039397,0.59,3.244959631
17082,40.05,-10.35,0,Quad,1.85,2.06,0.568,0.557,0.072601089,1.341392517,606.2870956,0.61,3.331751719
17083,149.85,-10.35,0,Quad,2.13,2.32,0.643,0.684,0.01421953,1.341184521,44.58527914,0.04,4.356806649
17084,161.55,-10.35,0,Quad,2.13,2.3,1.086,0.991,0.009281217,1.219925499,828.5313268,0.83,2.409695652
17085,-76.95,-11.25,0,Quad,0.53,0.85,0.154,0.156,0.007887401,1.090516949,4185.034981,4.19,2.987766783
17086,-76.05,-11.25,0,Quad,-0.62,-0.25,0.425,0.414,0.020806589,1.367783833,4196.716662,4.2,3.092834782
17087,-75.15,-11.25,0,Quad,-0.15,0.21,0.422,0.375,0.022005054,1.159842682,4210.750382,4.21,3.195081484
17088,-74.25,-11.25,0,Quad,1.71,2.05,0.567,0.457,0.004062799,1.44549551,4227.112715,4.23,3.297373755
17089,-73.35,-11.25,0,Quad,1.76,2.09,0.63,0.546,0.000590876,1.610190964,4245.776739,4.25,3.328028682
17090,-72.45,-11.25,0,Quad,1.76,2.09,0.726,0.62,0.000590876,1.46741457,4266.712249,4.27,3.259780585
17091,-71.55,-11.25,0,Quad,1.69,2.01,0.816,0.713,0.002261189,1.595140171,4289.88599,4.29,3.477061876
17092,-70.65,-11.25,0,Quad,1.62,1.93,0.841,0.764,8.26E-05,1.629222298,4315.261902,4.32,3.695342166
17093,-69.75,-11.25,0,Quad,1.52,1.82,0.703,0.641,0.001103348,1.926216507,4342.801382,4.34,3.914645711
17094,-68.85,-11.25,0,Quad,1.61,1.91,0.727,0.652,0.003100787,1.381109905,4372.463549,4.37,4.025532577
17095,-67.95,-11.25,0,Quad,1.77,2.07,0.752,0.646,0.000710533,1.627376366,4404.205515,4.4,3.657131797
17096,-67.05,-11.25,0,Quad,1.8,2.09,0.728,0.62,0.000400673,1.777326775,4437.982655,4.44,3.288248477
17097,-66.15,-11.25,0,Quad,1.79,2.08,0.742,0.597,0.0066245,1.373119545,4473.404976,4.47,2.918842145
17098,-65.25,-11.25,0,Quad,1.84,2.11,0.747,0.6,0.0016278,1.513421059,4510.115181,4.51,2.548872073
17099,-64.35,-11.25,0,Quad,1.81,2.1,0.736,0.617,0.0016278,1.417121124,4548.736187,4.55,2.178297264
17100,-63.45,-11.25,0,Quad,1.66,2,0.85,0.733,0.002351099,1.456767082,4589.219753,4.59,1.876908841
17101,-62.55,-11.25,0,Quad,1.52,1.85,0.843,0.729,0.006524337,1.343685532,4631.517038,4.63,1.845397122
17102,-61.65,-11.25,0,Quad,1.43,1.76,0.897,0.771,0.014145789,1.36875248,4675.578819,4.68,1.914500209
17103,-60.75,-11.25,0,Quad,1.35,1.69,0.945,0.803,0.005659314,1.194593048,4721.355695,4.72,2.053363088
17104,-59.85,-11.25,0,Quad,1.31,1.67,0.94,0.76,0.001715695,1.236641502,4768.798275,4.77,2.179659285
17105,-58.95,-11.25,0,Quad,1.37,1.74,0.917,0.71,0.001715695,1.362513065,4817.857352,4.82,2.19145902
17106,-58.05,-11.25,0,Quad,1.45,1.83,0.94,0.747,0.000221324,1.803399467,4868.484059,4.87,2.203846115
17107,-57.15,-11.25,0,Quad,1.51,1.9,0.982,0.816,0.003655402,1.804426384,4920.630009,4.92,2.216821703
17108,-56.25,-11.25,0,Quad,1.47,1.89,0.905,0.778,0.001313054,1.329648304,4974.247423,4.97,2.249353583
17109,-55.35,-11.25,0,Quad,1.47,1.9,0.903,0.785,0.002238007,1.415767288,5029.289239,5.03,2.221277287
17110,-54.45,-11.25,0,Quad,1.41,1.84,0.977,0.86,0.001170456,1.364093208,5085.70921,5.09,2.318520391
17111,-53.55,-11.25,0,Quad,1.4,1.82,1.101,0.984,0.000589054,1.345691204,5008.438223,5.01,2.415950459
17112,-52.65,-11.25,0,Quad,1.52,1.94,0.928,0.767,0.000565292,1.366554642,4923.658707,4.92,2.513577717
17113,-51.75,-11.25,0,Quad,1.75,2.19,0.82,0.628,0.00144066,1.400355911,4839.468129,4.84,2.611412481
17114,-50.85,-11.25,0,Quad,1.9,2.35,0.893,0.639,0.00059975,1.422232819,4755.897768,4.76,2.709465166
17115,-49.95,-11.25,0,Quad,1.89,2.33,0.91,0.584,0.000588859,1.539760494,4672.980897,4.67,2.754558319
17116,-49.05,-11.25,0,Quad,1.76,2.21,0.788,0.468,0.003791923,1.621764183,4590.752927,4.59,2.712806514
17117,-48.15,-11.25,0,Quad,1.68,2.11,0.761,0.466,0.00350826,1.36797781,4509.251546,4.51,2.671860877
17118,-47.25,-11.25,0,Quad,1.58,2.01,0.779,0.525,0.002098624,1.20555954,4428.516868,4.43,2.631716869
17119,-46.35,-11.25,0,Quad,1.47,1.88,0.706,0.516,0.001125343,1.260725212,4348.591598,4.35,2.592370322
17120,-45.45,-11.25,0,Quad,1.32,1.68,0.482,0.349,0.001125343,1.409300709,4269.521192,4.27,2.553817443
17121,-44.55,-11.25,0,Quad,1.23,1.53,0.472,0.344,0.004051035,1.387760639,4191.354032,4.19,2.446433506
17122,-43.65,-11.25,0,Quad,1.49,1.73,0.425,0.299,0.000785752,1.468309975,4114.141602,4.11,2.357952765
17123,-42.75,-11.25,0,Quad,1.3,1.53,0.412,0.262,0.000966637,1.145859146,4037.93867,4.04,2.841209362
17124,-41.85,-11.25,0,Quad,1.5,1.73,0.315,0.176,0.082523888,1.312516689,3962.803475,3.96,3.324638304
17125,-40.95,-11.25,0,Quad,1.45,1.67,0.265,0.145,0.013285392,1.429684258,3888.797904,3.89,3.827903005
17126,-40.05,-11.25,0,Quad,1.63,1.84,0.248,0.184,0.025580561,1.624905396,3806.945283,3.81,4.345709842
17127,-39.15,-11.25,0,Quad,1.62,1.81,0.212,0.188,0.031093599,1.457318211,3721.556595,3.72,4.86382523
17128,-38.25,-11.25,0,Quad,1.72,1.9,0.305,0.241,0.01485656,1.707737541,3636.923106,3.64,5.092925401
17129,13.95,-11.25,0,Quad,1.64,1.87,0.305,0.383,0.015899499,1.290329838,417.4384309,0.42,2.140938231
17130,14.85,-11.25,0,Quad,1.27,1.54,0.458,0.573,0.015899499,1.323668194,322.6619052,0.32,2.036725466
17131,15.75,-11.25,0,Quad,0.81,1.17,0.572,0.601,0.016161655,1.239298725,232.4686077,0.23,1.807024999
17132,16.65,-11.25,0,Quad,0.79,1.19,0.666,0.668,0.020748619,1.226067924,155.0731733,0.16,1.42014219
17133,17.55,-11.25,0,Quad,0.84,1.21,0.624,0.605,0.0140105,1.427019787,118.8646779,0.12,1.037338011
17134,18.45,-11.25,0,Quad,0.73,1.07,0.652,0.615,0.0140105,1.548292542,155.8365208,0.16,0.661227298
17135,19.35,-11.25,0,Quad,0.81,1.15,0.637,0.582,0.002682709,1.362576675,233.487297,0.23,0.285304177
17136,20.25,-11.25,0,Quad,0.89,1.23,0.629,0.567,0.002122431,1.326986027,323.7633418,0.32,-0.047844869
17137,21.15,-11.25,0,Quad,0.88,1.23,0.671,0.599,0.002682709,1.603378105,418.5739745,0.42,0.164836728
17138,22.05,-11.25,0,Quad,0.88,1.23,0.689,0.586,0.002105166,1.495522308,384.8283467,0.38,0.378384832
17139,22.95,-11.25,0,Quad,0.79,1.13,0.762,0.61,0.002105166,1.527579403,286.2155605,0.29,0.592822686
17140,23.85,-11.25,0,Quad,0.8,1.14,0.742,0.599,0.002105166,1.851510811,189.2641665,0.19,0.849122975
17141,24.75,-11.25,0,Quad,0.76,1.09,0.705,0.58,0.023565729,1.375854492,98.98277334,0.1,1.121081475
17142,25.65,-11.25,0,Quad,0.76,1.08,0.632,0.515,0.023565729,1.306373501,62.04305869,0.06,1.623543444
17143,26.55,-11.25,0,Quad,0.6,0.92,0.686,0.533,0.026872252,1.408271599,134.0752769,0.13,2.049388576
17144,27.45,-11.25,0,Quad,0.67,0.99,0.728,0.548,0.016886869,1.365062618,228.4252737,0.23,2.15973773
17145,28.35,-11.25,0,Quad,0.68,1,0.695,0.503,0.01592485,1.399021053,155.8214136,0.16,2.269578745
17146,29.25,-11.25,0,Quad,0.83,1.14,0.824,0.569,0.012766459,1.493602371,82.50834114,0.08,2.37892392
17147,30.15,-11.25,0,Quad,1,1.3,0.907,0.586,0.016000135,1.569495869,97.00529267,0.1,2.483952273
17148,31.05,-11.25,0,Quad,0.94,1.24,0.812,0.489,0.0036857,1.338887024,179.129881,0.18,2.495522303
17149,31.95,-11.25,0,Quad,0.9,1.19,0.739,0.428,0.008285822,1.32851963,273.5691664,0.27,2.4904621
17150,32.85,-11.25,0,Quad,1.23,1.5,0.611,0.345,0.004016108,1.472874546,238.3091699,0.24,2.455890064
17151,33.75,-11.25,0,Quad,0.86,1.13,0.532,0.291,0.070718391,1.216989708,222.9971514,0.22,2.420901726
17152,34.65,-11.25,0,Quad,1.54,1.81,0.748,0.421,0.037740824,1.562166882,250.4781142,0.25,2.401388914
17153,35.55,-11.25,0,Quad,1.48,1.76,0.808,0.511,0.0120037,1.510132313,309.5576341,0.31,2.589200807
17154,36.45,-11.25,0,Quad,1.5,1.77,0.782,0.551,0.0120037,1.321576786,385.9891955,0.39,2.695239345
17155,37.35,-11.25,0,Quad,1.66,1.92,0.705,0.554,0.012499571,1.39644289,471.4069115,0.47,2.784488123
17156,38.25,-11.25,0,Quad,1.79,2.03,0.629,0.54,0.04130761,1.924017715,561.7262505,0.56,2.872825737
17157,39.15,-11.25,0,Quad,1.78,2.01,0.612,0.548,0.006450973,1.43833046,654.9224166,0.65,2.999641876
17158,40.05,-11.25,0,Quad,1.77,1.98,0.605,0.545,0.0313335,1.565413666,705.1242896,0.71,3.149571727
17159,131.85,-11.25,0,Quad,1.92,2.16,0.833,0.691,7.09E-05,1.534063339,3.571487335,0,5.233165182
17160,142.65,-11.25,0,Quad,2.09,2.28,1.167,1.069,6.27E-05,1.3447752,4.211823154,0,5.353602028
17161,-76.95,-12.15,0,Quad,1.13,1.42,0.006,0.005,5.383969238,1.405833912,4286.799538,4.29,3.01089237
17162,-76.05,-12.15,0,Quad,-0.83,-0.46,0.494,0.431,0.002526284,1.251763344,4298.204652,4.3,3.112801299
17163,-75.15,-12.15,0,Quad,-0.03,0.34,0.335,0.285,0.102480324,1.350365448,4311.908078,4.31,3.214746803
17164,-74.25,-12.15,0,Quad,0.95,1.3,0.601,0.5,0.005140315,1.140369606,4327.887983,4.33,3.31674013
17165,-73.35,-12.15,0,Quad,0.84,1.18,0.647,0.543,0.001818586,1.03411293,4346.119259,4.35,3.376990139
17166,-72.45,-12.15,0,Quad,1.07,1.4,0.691,0.616,0.002029656,1.112775326,4366.573704,4.37,3.541187876
17167,-71.55,-12.15,0,Quad,1.71,2.04,0.981,0.936,0.000266024,1.308301067,4389.220238,4.39,3.581995215
17168,-70.65,-12.15,0,Quad,1.69,2.01,1.145,1.095,0.000266024,1.612851143,4414.025121,4.41,3.621330359
17169,-69.75,-12.15,0,Quad,1.63,1.94,1.002,0.914,0.002261189,1.764321899,4440.952187,4.44,3.659196701
17170,-68.85,-12.15,0,Quad,1.68,1.98,0.823,0.715,0.000688902,1.537547302,4469.963085,4.47,3.994845032
17171,-67.95,-12.15,0,Quad,1.75,2.04,0.763,0.661,0.000269226,1.36077652,4501.01752,4.5,3.968642199
17172,-67.05,-12.15,0,Quad,1.78,2.06,0.723,0.648,0.00082992,1.412113476,4534.073503,4.53,3.521735342
17173,-66.15,-12.15,0,Quad,1.81,2.09,0.708,0.641,0.000623614,1.466212082,4569.087594,4.57,3.076400859
17174,-65.25,-12.15,0,Quad,1.82,2.08,0.701,0.616,0.000627879,1.72318058,4605.081223,4.61,2.632592064
17175,-64.35,-12.15,0,Quad,1.78,2.04,0.708,0.615,0.000857201,1.492399311,4642.912343,4.64,2.190262979
17176,-63.45,-12.15,0,Quad,1.68,1.99,0.74,0.646,0.002325939,1.403193474,4682.581774,4.68,1.883888027
17177,-62.55,-12.15,0,Quad,1.55,1.87,0.772,0.666,0.003719769,1.494291973,4724.043205,4.72,2.006856253
17178,-61.65,-12.15,0,Quad,1.36,1.68,0.804,0.673,0.001416524,1.375002384,4767.24988,4.77,2.144583039
17179,-60.75,-12.15,0,Quad,1.3,1.64,0.86,0.691,0.000559783,1.357674599,4812.15479,4.81,2.283013676
17180,-59.85,-12.15,0,Quad,1.25,1.61,0.963,0.756,0.001715695,1.336842537,4858.710849,4.86,2.376985003
17181,-58.95,-12.15,0,Quad,1.32,1.7,0.984,0.755,0.001715695,1.309347057,4906.871059,4.91,2.388698814
17182,-58.05,-12.15,0,Quad,1.4,1.79,1.011,0.799,0.000612518,1.440651035,4956.588661,4.96,2.401021491
17183,-57.15,-12.15,0,Quad,1.52,1.91,1.031,0.857,0.000341855,1.345301628,5007.81727,5.01,2.480516666
17184,-56.25,-12.15,0,Quad,1.5,1.92,0.977,0.835,0.000992869,1.464354801,5060.510997,5.06,2.590032181
17185,-55.35,-12.15,0,Quad,1.42,1.86,0.942,0.821,0.022566418,1.61116581,5114.624558,5.11,2.446144238
17186,-54.45,-12.15,0,Quad,1.35,1.8,0.977,0.841,0.000589054,1.418474579,5147.668479,5.15,2.388882593
17187,-53.55,-12.15,0,Quad,1.33,1.75,1.102,0.946,0.000272846,1.375514412,5063.237828,5.06,2.485956715
17188,-52.65,-12.15,0,Quad,1.46,1.87,0.929,0.73,0.000405923,1.424803925,4979.391422,4.98,2.58323578
17189,-51.75,-12.15,0,Quad,1.64,2.06,0.798,0.589,0.001009911,1.431996727,4896.159275,4.9,2.680729945
17190,-50.85,-12.15,0,Quad,1.85,2.27,0.785,0.545,0.000334841,1.662310791,4813.573252,4.81,2.882998178
17191,-49.95,-12.15,0,Quad,1.85,2.27,0.835,0.534,0.000940743,1.635779381,4731.667184,4.73,3.216288725
17192,-49.05,-12.15,0,Quad,1.76,2.17,0.693,0.418,0.002872921,1.531895542,4650.476999,4.65,3.090962628
17193,-48.15,-12.15,0,Quad,1.66,2.08,0.784,0.48,0.001497993,1.805847359,4570.040851,4.57,2.967180758
17194,-47.25,-12.15,0,Quad,1.7,2.11,0.757,0.495,0.001741659,1.412046337,4490.399261,4.49,2.899130658
17195,-46.35,-12.15,0,Quad,1.62,2,0.985,0.681,0.004685699,1.494596767,4411.595263,4.41,2.85996542
17196,-45.45,-12.15,0,Quad,1.55,1.88,0.678,0.483,0.014263,1.73039093,4333.674548,4.33,2.810557558
17197,-44.55,-12.15,0,Quad,1.24,1.53,0.506,0.373,0.007707495,1.41406374,4256.685623,4.26,2.686420051
17198,-43.65,-12.15,0,Quad,1.5,1.75,0.449,0.311,0.002405124,1.512026596,4180.679968,4.18,2.563119776
17199,-42.75,-12.15,0,Quad,1.5,1.73,0.394,0.242,0.004508874,1.67319088,4105.712189,4.11,2.910023514
17200,-41.85,-12.15,0,Quad,1.18,1.4,0.327,0.179,0.01592708,1.219079113,4031.388984,4.03,3.391865708
17201,-40.95,-12.15,0,Quad,1.34,1.55,0.27,0.148,0.015270931,1.398801994,3945.769642,3.95,3.90397274
17202,-40.05,-12.15,0,Quad,1.65,1.85,0.255,0.184,0.01625683,1.454837608,3860.851471,3.86,4.420138451
17203,-39.15,-12.15,0,Quad,1.73,1.92,0.231,0.198,0.016956841,1.57227211,3776.681769,3.78,4.936619957
17204,-38.25,-12.15,0,Quad,1.77,1.96,0.647,0.502,0.02601786,2.031524849,3693.311708,3.69,5.423491468
17205,13.95,-12.15,0,Quad,1.48,1.73,0.428,0.501,0.021855631,1.229018879,400.4999917,0.4,1.907161667
