,Long,Lat,OBS,Species,mTcm,mTcm70,Pwq,Pwq70,Pop,CTI,nLmic,NN,CoH
1,152.22,-32.47,1,Lmic,0.7,0.98,0.424,0.49,0.009161444,1.480530262,22.77851176,0.02,5.671601375
2,152.18333,-32.3,1,Lmic,0.63,0.91,0.448,0.52,0.009161443,1.356350899,22.77851176,0.02,5.598730755
3,152.15,-30.87,1,Lmic,0.32,0.6,0.408,0.445,0.000929742,1.527487755,87.89253123,0.09,5.246214662
4,152.92,-30.72,1,Lmic,0.71,0.98,0.546,0.667,0.01224998,1.448131466,38.12466974,0.04,5.730079856
5,153,-30.4333,1,Lmic,0.68,0.95,0.65,0.797,0.017421997,1.348846531,3.62607483,0,5.827655016
6,152.99827,-30.40525003,1,Lmic,0.64,0.91,0.693,0.822,0.04048542,1.404899693,3.62607483,0,5.831800387
7,153.1281,-30.2944,1,Lmic,0.74,1.01,0.651,0.799,0.062945869,1.458859444,20.33103949,0.02,5.882784581
8,153.2,-30.0167,1,Lmic,0.75,1.02,0.582,0.704,0.004285306,1.429470062,23.86290934,0.02,5.908351908
9,153.25676,-29.83755003,1,Lmic,0.79,1.06,0.55,0.658,0.003789014,1.664547539,23.86290934,0.02,5.92914667
10,152.93,-29.68,1,Lmic,0.64,0.91,0.428,0.471,0.193944763,1.536024284,19.000876,0.02,5.794335653
11,153.1,-29.6667,1,Lmic,0.72,0.99,0.453,0.518,0.003789014,1.417232513,19.000876,0.02,5.863289579
12,153.23504,-29.46471003,1,Lmic,0.8,1.07,0.503,0.579,0.01580082,1.439768124,17.7950343,0.02,5.915704067
13,153.32867,-29.35184003,1,Lmic,0.84,1.11,0.537,0.618,0.015800818,1.531807232,17.7950343,0.02,5.952502458
14,153.35,-29.07,1,Lmic,0.83,1.1,0.546,0.616,0.022835571,1.616496277,8.347746986,0.01,5.957844324
15,153.41667,-29.10000002,1,Lmic,0.87,1.14,0.574,0.651,0.004136539,1.723860931,8.347746986,0.01,5.985467694
16,153.40616,-28.97626002,1,Lmic,0.84,1.11,0.565,0.633,0.049893089,1.42878046,13.47205721,0.01,5.979722884
17,31.625,-28.875,1,Lmic,1.08,1.34,0.399,0.422,0.16984523,1.161044788,64.075137,0.06,5.176183005
18,153.05,-28.87,1,Lmic,0.67,0.94,0.486,0.516,0.110822304,1.565689468,25.30123081,0.03,5.832500007
19,153.27,-28.82,1,Lmic,0.74,1.01,0.564,0.605,0.034467503,1.389364624,24.99028093,0.02,5.922060572
20,153.6,-28.8,1,Lmic,0.96,1.23,0.629,0.699,0.074170334,1.466391357,17.54191424,0.02,6.05717047
21,153.60506,-28.66189002,1,Lmic,1,1.27,0.631,0.698,0.050344109,1.682839775,9.015933348,0.01,6.057741997
22,153.56012,-28.60275002,1,Lmic,0.97,1.24,0.644,0.715,0.050344109,1.482445145,9.015933348,0.01,6.038629824
23,32.125,-28.625,1,Lmic,1.21,1.46,0.383,0.407,0.002473739,1.334294605,42.15839161,0.04,5.362505622
24,153.5248,-28.47108002,1,Lmic,0.93,1.2,0.691,0.758,0.042825024,1.500416088,17.14146299,0.02,6.022640035
25,32.375,-28.375,1,Lmic,1.27,1.52,0.388,0.415,0.058278236,1.443585873,31.59291648,0.03,5.473254764
26,153.54695,-28.21203002,1,Lmic,0.94,1.2,0.65,0.711,0.326643982,1.428529358,5.765087729,0.01,6.028876492
27,153.50409,-28.18641002,1,Lmic,0.92,1.19,0.623,0.68,0.685517334,1.376131535,5.765087729,0.01,6.010908221
28,32.375,-28.125,1,Lmic,1.12,1.37,0.38,0.406,0.000947905,1.41134758,31.59291648,0.03,5.508055455
29,152.6927,-28.12340002,1,Lmic,0.49,0.77,0.407,0.37,0.004850556,1.20959549,41.99060495,0.04,5.675240673
30,153.05,-28.01670002,1,Lmic,0.66,0.94,0.412,0.387,0.009841575,2.036903,37.17864335,0.04,5.82134439
31,153.417459,-27.96520685,1,Lmic,0.89,1.16,0.592,0.615,2.314179932,1.466391357,4.583799485,0,5.972597141
32,153.3772,-27.95757002,1,Lmic,0.88,1.15,0.578,0.589,1.764266357,1.532755756,4.583799485,0,5.955862029
33,153.35,-27.7833,1,Lmic,0.89,1.16,0.526,0.53,0.035492611,1.475308418,21.9005205,0.02,5.942547474
34,153.4167,-27.61943002,1,Lmic,0.96,1.23,0.544,0.547,0.01749663,1.298715115,21.9005205,0.02,5.968271694
35,153.09109,-27.63562002,1,Lmic,0.81,1.08,0.456,0.449,1.535187866,1.30198822,13.30494627,0.01,5.833417396
36,32.625,-27.625,1,Lmic,1.18,1.42,0.372,0.399,0.000509572,1.562917042,31.37493444,0.03,5.256624939
37,152.9761,-27.60674002,1,Lmic,0.77,1.05,0.431,0.421,1.156888428,1.326547623,13.30494627,0.01,5.785343744
38,153.02,-27.47,1,Lmic,0.85,1.13,0.462,0.447,2.814046875,1.402213573,17.84884931,0.02,5.801758683
39,153.5168,-27.43308,1,Lmic,1.06,1.33,0.536,0.55,0.017496632,1.312903976,25.91090314,0.03,6.007706552
40,152.5011,-27.49841002,1,Lmic,0.58,0.87,0.345,0.316,0.003510753,1.547181511,54.59819213,0.05,5.586660125
41,153.22,-27.47,1,Lmic,0.9,1.17,0.509,0.501,0.845701355,1.466391357,22.26389816,0.02,5.8848334
42,32.625,-27.375,1,Lmic,1.19,1.44,0.367,0.391,0.025259016,1.700992966,31.37493444,0.03,5.075678856
43,153.0833,-27.25,1,Lmic,0.89,1.17,0.501,0.486,0.437148163,1.519415474,24.05942065,0.02,5.825217915
44,153.40939,-27.19007002,1,Lmic,1.09,1.36,0.519,0.53,0.002700497,1.295384216,9.351953225,0.01,5.960251867
45,152.91051,-27.13452002,1,Lmic,0.79,1.07,0.546,0.52,0.040930092,1.406560993,24.05942065,0.02,5.75173533
46,153.36771,-27.12517002,1,Lmic,1.11,1.38,0.502,0.517,0.002700497,1.546800709,9.351953225,0.01,5.942129463
47,153.0927,-27.02340002,1,Lmic,0.96,1.23,0.553,0.542,0.109137596,1.466391357,23.71909484,0.02,5.826222769
48,152.91769,-26.91508002,1,Lmic,0.83,1.11,0.674,0.642,0.035348045,1.386312771,23.71909484,0.02,5.760560161
49,32.875,-26.875,1,Lmic,1.29,1.53,0.375,0.396,0.02592724,1.34824419,68.45106679,0.07,4.712391469
50,152.9675277,-26.66528715,1,Lmic,0.85,1.12,0.766,0.734,0.204983582,1.323742676,16.62924098,0.02,5.79945424
51,153.0844,-26.74840002,1,Lmic,0.98,1.25,0.664,0.653,0.439994568,1.568720627,16.62924098,0.02,5.841958763
52,153.0844,-26.58174002,1,Lmic,0.97,1.24,0.714,0.691,0.344188293,1.504888058,16.65825017,0.02,5.854178023
53,153.0844,-26.24840002,1,Lmic,1.475750332,1.727211155,0.768065073,0.809875166,0.167849608,1.466391357,12.26590481,0.01,5.878615485
54,152.98,-26.28,1,Lmic,0.97,1.24,0.628,0.601,0.01529796,1.466709614,12.26590481,0.01,5.832745957
55,152.7736,-26.0889,1,Lmic,0.84,1.12,0.525,0.497,0.006025145,1.49411602,9.78625258,0.01,5.76042638
56,153.0927,-26.05674002,1,Lmic,1.09,1.36,0.597,0.578,0.006025145,1.301182461,23.78683356,0.02,5.896133658
57,152.8427,-26.04008002,1,Lmic,0.96,1.23,0.528,0.504,0.006025145,1.520945072,9.78625258,0.01,5.792844308
58,152.94662,-25.75991,1,Lmic,1.12,1.39,0.514,0.497,0.002035191,1.488402843,21.10432968,0.02,5.856692739
59,153.05,-25.6167,1,Lmic,1.2,1.47,0.533,0.518,0.02102726,1.269051361,18.24773331,0.02,5.910488447
60,153.0094,-25.47341002,1,Lmic,1.21,1.47,0.522,0.51,0.02102726,1.286538124,18.24773331,0.02,5.903922019
61,150.02609,-25.42342002,1,Lmic,0.49,0.79,0.281,0.248,0.000157624,1.537013626,14.13428193,0.01,4.759195141
62,152.80499,-25.45269002,1,Lmic,1.14,1.41,0.506,0.487,0.018885799,1.552449512,21.29954094,0.02,5.819560728
63,150.1483,-25.39231002,1,Lmic,0.47,0.77,0.282,0.249,0.000242102,1.272335434,14.13428193,0.01,4.803149876
64,152.7667,-25.2833,1,Lmic,1.16,1.43,0.498,0.48,0.018885799,1.577275753,21.29954094,0.02,5.815701356
65,151.7511,-25.24842002,1,Lmic,0.74,1.03,0.413,0.379,0.000156014,1.866210938,82.0915799,0.08,5.390515975
66,149.2731,-25.10342002,1,Lmic,0.36,0.65,0.299,0.264,0.000157624,1.373134899,92.6161751,0.09,4.556756286
67,152.42278,-24.97278,1,Lmic,1.07,1.34,0.47,0.447,0.005977031,1.692455864,54.0692066,0.05,5.693016612
68,153.27,-24.92,1,Lmic,1.42,1.67,0.495,0.494,0.018885801,1.56783371,71.64902113,0.07,6.05426297
69,147.2511,-24.91511002,1,Lmic,0.28,0.57,0.283,0.245,0.000111976,1.327225018,218.7061354,0.22,3.412308288
70,152.08361,-24.58778,1,Lmic,1.1,1.38,0.489,0.458,0.005977031,1.949194908,21.95204225,0.02,5.576762035
71,151.9833,-24.4333,1,Lmic,1.14,1.42,0.513,0.476,0.001201037,1.721554375,21.95204225,0.02,5.545025072
72,149.03439,-24.16509002,1,Lmic,0.49,0.78,0.33,0.287,0.000111788,1.349734879,32.54468419,0.03,4.60325885
73,149.17641,-23.93173,1,Lmic,0.59,0.88,0.335,0.29,0.000547894,1.382137108,17.2409052,0.02,4.681090127
74,149.1761,-23.79009002,1,Lmic,0.66,0.95,0.338,0.291,0.000547894,1.137050533,17.2409052,0.02,4.699838906
75,151.0844,-23.58175002,1,Lmic,1.17,1.44,0.371,0.338,0.000503111,1.311104965,101.9836807,0.1,5.357285934
76,150.6675378,-22.83196543,1,Lmic,1.16,1.42,0.54,0.473,0.002247389,1.474613857,12.09623158,0.01,5.539195415
77,150.6403,-22.73498001,1,Lmic,1.17,1.43,0.528,0.463,0.002247389,1.776579475,12.09623158,0.01,5.574744191
78,57.47444,-20.43972,1,Lmic,1.37,1.52,0.812,0.872,0.104415169,1.171117496,23.5554924,0.02,5.317428151
79,148.741,-20.40779001,1,Lmic,1.23,1.47,0.824,0.749,0.007275965,1.280724621,221.6295956,0.22,5.879796435
80,57.597,-20.278,1,Lmic,1.47,1.62,0.85,0.919,0.225542542,1.407900143,23.5554924,0.02,5.213711242
81,146.95,-19.5,1,Lmic,1.01,1.25,0.565,0.467,0.002108329,1.121427536,5.56597454,0.01,5.653054511
82,147,-19.5,1,Lmic,1.14,1.38,0.615,0.51,0.002769695,1.085715961,5.56597454,0.01,5.67414509
83,143.4167,-18.8333,1,Lmic,1.06,1.33,0.536,0.49,3.48E-05,1.680359268,142.5150001,0.14,3.874562273
84,138.4939,-18.61996,1,Lmic,1.1,1.47,0.385,0.355,3.70E-05,1.279757118,47.48002278,0.05,2.821742479
85,137.60118,-18.53188,1,Lmic,1.03,1.41,0.349,0.325,3.04E-05,1.408287144,49.81571251,0.05,2.878808173
86,138.1429,-18.39017001,1,Lmic,1.1,1.47,0.395,0.363,0.000602019,1.273295593,47.48002278,0.05,2.919306126
87,142.2667,-18.3,1,Lmic,1.33,1.62,0.519,0.498,1.14E-05,1.562236786,142.5150001,0.14,3.413576426
88,145.45129,-18.29866001,1,Lmic,0.98,1.21,0.622,0.558,0.000576391,1.508822155,52.60649109,0.05,5.559747854
89,146.02,-18.27,1,Lmic,1.38,1.6,1.349,1.219,0.003688,1.529146957,19.92259813,0.02,5.956814813
90,137.26785,-18.24855001,1,Lmic,1.08,1.46,0.363,0.332,3.04E-05,1.897683144,49.81571251,0.05,2.995945592
91,145.8833,-18.1167,1,Lmic,1.4,1.62,1.414,1.283,0.003688,1.451020908,14.97827372,0.01,5.958452755
92,146.0167,-18.1,1,Lmic,1.42,1.64,1.484,1.349,0.003688,1.649192619,14.97827372,0.01,6.057648932
93,168.42942,-17.72991,1,Lmic,1.86,2.03,0.96,0.825,0.036700279,1.495333576,1746.93449,1.75,3.002873965
94,137.70607,-17.45593,1,Lmic,1.26,1.62,0.51,0.451,3.04E-05,1.293083382,20.13051726,0.02,3.289415969
95,125.99399,-17.55995001,1,Lmic,1.21,1.58,0.465,0.542,7.32E-05,1.246666527,75.66423117,0.08,3.599283732
96,146.0094,-17.47346001,1,Lmic,1.51,1.72,1.804,1.668,0.013529069,1.487136269,7.318519558,0.01,6.432492118
97,145.5011,-17.49846001,1,Lmic,0.92,1.13,0.887,0.807,0.00576354,1.374952698,26.9553376,0.03,6.076344647
98,122.33333,-17.41667001,1,Lmic,1.44,1.72,0.491,0.571,0.00025824,1.497844028,31.30998503,0.03,3.975883603
99,145.9873,-17.41439001,1,Lmic,1.53,1.74,1.914,1.767,0.005478111,1.613679123,7.318519558,0.01,6.453475092
100,145.7,-17.3667,1,Lmic,1.08,1.29,1.281,1.173,0.005888595,1.244608879,25.35937923,0.03,6.289561967
101,127.37,-17.33,1,Lmic,1.15,1.52,0.473,0.523,2.43E-05,1.378319168,98.23903675,0.1,3.13783645
102,145.9261,-17.34013001,1,Lmic,1.54,1.75,1.955,1.805,0.005478111,1.288659477,8.264979256,0.01,6.45741684
103,137.8333,-17.3333,1,Lmic,1.35,1.71,0.538,0.472,3.04E-05,1.427505398,20.13051726,0.02,3.334512267
104,146,-17.3333,1,Lmic,1.55,1.76,1.959,1.815,0.005478111,1.485992718,8.264979256,0.01,6.511132476
105,137.28451,-17.28188001,1,Lmic,1.25,1.61,0.509,0.432,3.04E-05,1.228026485,24.50779509,0.02,3.368054549
106,128.25,-17.26667001,1,Lmic,1.09,1.47,0.449,0.475,2.43E-05,1.400528622,9.716499636,0.01,3.43354805
107,35.5522,-17.26005,1,Lmic,1.38,1.67,0.555,0.316,0.03141358,1.523017311,567.3719789,0.57,3.51736089
108,137.65887,-17.24704,1,Lmic,1.29,1.65,0.547,0.472,3.04E-05,1.247817516,15.42927591,0.02,3.373077986
109,125.18167,-17.19639001,1,Lmic,1.35,1.7,0.547,0.641,7.32E-05,1.280736732,16.91730175,0.02,4.056807221
110,128.25,-17.1833,1,Lmic,1.14,1.51,0.448,0.473,2.43E-05,1.13165226,9.716499636,0.01,3.466388723
111,125.25,-17.06667001,1,Lmic,1.33,1.68,0.579,0.678,7.32E-05,1.304654694,9.604182918,0.01,4.05990571
112,137.76784,-17.16522001,1,Lmic,1.32,1.67,0.575,0.498,3.04E-05,1.495545769,15.42927591,0.02,3.403028327
113,122.3,-17.15000001,1,Lmic,1.57,1.84,0.493,0.569,0.00025824,1.591761398,31.30998503,0.03,4.202381961
114,125.4708,-17.1458,1,Lmic,1.26,1.62,0.565,0.663,7.32E-05,1.454727268,26.25046359,0.03,3.940526039
115,137.40037,-17.10304,1,Lmic,1.33,1.69,0.547,0.46,3.04E-05,1.33312645,24.50779509,0.02,3.436566994
116,125.20128,-16.99859001,1,Lmic,1.32,1.67,0.606,0.71,7.32E-05,1.831044388,5.999125725,0.01,4.099392786
117,122.66667,-16.96667001,1,Lmic,1.62,1.91,0.504,0.584,0.00025824,1.735884666,46.06277612,0.05,4.342752156
118,125.1833,-16.95,1,Lmic,1.34,1.69,0.614,0.718,7.32E-05,1.233551788,5.999125725,0.01,4.120061344
119,125.8,-16.92,1,Lmic,1.26,1.62,0.586,0.683,7.32E-05,1.312810612,15.55456661,0.02,3.851379648
120,145.7511,-16.91513001,1,Lmic,1.65,1.85,1.378,1.265,1.251431885,1.673468018,13.24801137,0.01,6.512656979
121,145.87,-16.92,1,Lmic,1.44,1.64,1.477,1.36,0.009081614,1.148467731,13.24801137,0.01,6.607827867
122,137.36784,-16.88188001,1,Lmic,1.39,1.74,0.582,0.487,3.04E-05,1.692751122,25.99675031,0.03,3.525408972
123,137.82088,-16.88002,1,Lmic,1.41,1.76,0.63,0.54,3.04E-05,1.64532814,33.7239005,0.03,3.515300327
124,135.81083,-16.85417,1,Lmic,1.2,1.57,0.448,0.391,3.04E-05,1.229388332,5.282660761,0.01,3.572334995
125,135.77927,-16.82025,1,Lmic,1.21,1.58,0.45,0.39,3.04E-05,1.283899593,4.637933552,0,3.586788609
126,135.38453,-16.83189,1,Lmic,1.17,1.55,0.442,0.4,3.04E-05,1.335452652,7.418107275,0.01,3.660831687
127,135.45,-16.82,1,Lmic,1.17,1.55,0.443,0.397,3.04E-05,1.229291153,7.418107275,0.01,3.651003559
128,125.71167,-16.81639001,1,Lmic,1.33,1.69,0.605,0.704,7.32E-05,1.437320328,15.55456661,0.02,3.917785297
129,125.9167,-16.6333,1,Lmic,1.33,1.69,0.626,0.721,7.32E-05,1.272108364,26.17907436,0.03,3.872985077
130,135.95119,-16.73189,1,Lmic,1.22,1.59,0.466,0.395,3.04E-05,1.448565769,21.12582143,0.02,3.574847831
131,135.76786,-16.78189001,1,Lmic,1.2,1.57,0.455,0.395,3.04E-05,1.231538582,4.637933552,0,3.598399224
132,124.9,-16.76667001,1,Lmic,1.46,1.8,0.64,0.748,7.32E-05,1.261532879,36.38058902,0.04,4.294623295
133,125.45111,-16.71667001,1,Lmic,1.36,1.71,0.646,0.752,7.32E-05,1.645165825,25.38131662,0.03,4.060513372
134,123.66667,-16.61667001,1,Lmic,1.75,2.06,0.568,0.66,7.32E-05,1.270924759,21.5011482,0.02,4.704159966
135,137.36611,-16.61556001,1,Lmic,1.48,1.83,0.64,0.531,3.04E-05,1.347575188,30.96062993,0.03,3.631515125
136,136.18474,-16.59401,1,Lmic,1.28,1.64,0.496,0.405,3.04E-05,1.500869465,30.53881865,0.03,3.631292895
137,145.1833,-16.5667,1,Lmic,1.48,1.69,1.078,0.959,0.000362137,1.696076202,25.2731234,0.03,6.023951578
138,124.84183,-16.45850001,1,Lmic,1.62,1.95,0.694,0.81,7.32E-05,1.534682941,36.38058902,0.04,4.400917309
139,126.12,-16.52,1,Lmic,1.32,1.68,0.652,0.745,7.93E-05,1.767775536,26.17907436,0.03,3.810774277
140,125.38333,-16.50806001,1,Lmic,1.39,1.74,0.706,0.82,7.32E-05,1.30454483,25.38131662,0.03,4.144988533
141,123.5167,-16.5,1,Lmic,1.79,2.09,0.569,0.662,7.32E-05,1.379967785,21.5011482,0.02,4.791093964
142,144.0864,-16.48736001,1,Lmic,1.48,1.71,0.711,0.612,0.000362137,1.606733322,122.4533973,0.12,5.141165315
143,127.78472,-16.44194,1,Lmic,1.37,1.73,0.512,0.54,7.93E-05,1.218590832,33.78008683,0.03,3.614755806
144,145.336,-16.4056,1,Lmic,1.74,1.95,1.298,1.158,0.006348424,1.377180481,17.61759492,0.02,6.128792187
145,136.78116,-16.38665,1,Lmic,1.46,1.81,0.62,0.498,3.04E-05,1.551079559,70.33107997,0.07,3.736146333
146,125.89806,-16.30833001,1,Lmic,1.34,1.69,0.726,0.828,7.32E-05,1.506685829,34.83957302,0.03,3.965209586
147,145.4,-16.2667,1,Lmic,1.8,2.01,1.297,1.154,0.006348424,1.753378677,17.61759492,0.02,6.165322766
148,127.9125,-16.17778001,1,Lmic,1.36,1.72,0.539,0.564,7.93E-05,1.196068382,22.25753734,0.02,3.758117191
149,128.27944,-16.08472001,1,Lmic,1.48,1.84,0.51,0.527,7.93E-05,1.188413715,27.68733679,0.03,3.908113986
150,135.3176679,-16.01537147,1,Lmic,1.3,1.67,0.525,0.456,3.04E-05,1.33582201,18.89367247,0.02,3.873905271
151,130.75123,-16.04859001,1,Lmic,1.23,1.61,0.508,0.55,1.70E-05,1.256454086,80.96569528,0.08,4.147527452
152,124.76667,-16.03333001,1,Lmic,1.75,2.07,0.826,0.957,7.32E-05,1.34742651,15.9371993,0.02,4.545373547
153,128.9333,-16.0167,1,Lmic,1.45,1.81,0.496,0.499,7.93E-05,1.196164417,29.41967024,0.03,4.136468406
154,128.03139,-16.02333001,1,Lmic,1.5,1.86,0.516,0.537,7.93E-05,1.333915424,22.25753734,0.02,3.855631333
155,134.76786,-16.01524,1,Lmic,1.24,1.61,0.506,0.467,3.04E-05,1.351971912,61.20433736,0.06,3.981056933
156,125.3671234,-16.00337911,1,Lmic,1.54,1.88,0.833,0.953,7.32E-05,1.238732338,6.077405922,0.01,4.283054199
157,124.6333,-15.9833,1,Lmic,1.77,2.08,0.84,0.974,7.93E-05,1.64311657,15.9371993,0.02,4.618354121
158,125.31667,-15.98333001,1,Lmic,1.56,1.89,0.844,0.965,7.93E-05,1.389352798,6.077405922,0.01,4.310963196
159,125.02306,-15.98306001,1,Lmic,1.69,2.02,0.843,0.969,7.93E-05,1.3528759,29.12891245,0.03,4.443161386
160,128.68457,-15.89860001,1,Lmic,1.53,1.88,0.494,0.495,7.93E-05,1.216251945,16.80902488,0.02,4.106450214
161,128.17,-15.87,1,Lmic,1.63,1.98,0.494,0.507,7.93E-05,1.260965919,20.73676237,0.02,3.958830088
162,145.2,-15.8667,1,Lmic,1.53,1.74,1.058,0.926,6.27E-05,1.537362099,50.19970074,0.05,5.963463108
163,135.36167,-15.85775,1,Lmic,1.36,1.72,0.544,0.466,3.04E-05,1.295931625,18.89367247,0.02,3.903932615
164,129.03457,-15.78193,1,Lmic,1.53,1.88,0.526,0.524,1.70E-05,1.749612999,25.97528998,0.03,4.260328807
165,129.26791,-15.78193001,1,Lmic,1.49,1.84,0.546,0.549,1.70E-05,1.628195,25.97528998,0.03,4.332130624
166,128.735,-15.76167001,1,Lmic,1.6,1.95,0.495,0.492,7.93E-05,1.427869701,16.80902488,0.02,4.176004589
167,125.16667,-15.75000001,1,Lmic,1.63,1.96,0.91,1.035,7.93E-05,1.344810104,19.35854911,0.02,4.439033191
168,128.26306,-15.71472001,1,Lmic,1.63,1.98,0.502,0.505,7.93E-05,1.305793858,20.73676237,0.02,4.048736594
169,129.5398,-15.66646001,1,Lmic,1.46,1.81,0.57,0.579,1.70E-05,1.391085339,31.72522162,0.03,4.461362807
170,137.0345,-15.66523001,1,Lmic,1.73,2.05,0.809,0.642,3.04E-05,1.760133743,23.45410786,0.02,4.01779228
171,125.38333,-15.6,1,Lmic,1.6,1.93,0.939,1.055,7.93E-05,1.310082912,22.01942607,0.02,4.380256438
172,125.18333,-15.58333001,1,Lmic,1.79,2.11,0.922,1.038,7.93E-05,1.55256443,8.725783844,0.01,4.474773484
173,136.85117,-15.56523,1,Lmic,1.73,2.05,0.807,0.636,3.04E-05,1.390298271,23.45410786,0.02,4.061834209
174,125.20806,-15.51167001,1,Lmic,1.79,2.11,0.934,1.051,7.93E-05,1.154269218,8.725783844,0.01,4.482211538
175,144.5011,-15.49847001,1,Lmic,1.7,1.92,0.714,0.621,6.27E-05,1.393454361,60.84073117,0.06,5.36476338
176,124.50667,-15.49444001,1,Lmic,1.88,2.18,1.004,1.151,7.93E-05,1.372076607,58.27037925,0.06,4.802823826
177,128.011043,-15.49289106,1,Lmic,1.75,2.09,0.519,0.517,7.93E-05,1.263955402,38.00525238,0.04,4.057984828
178,129.34222,-15.46861,1,Lmic,1.49,1.84,0.583,0.586,1.70E-05,1.465743351,27.84790591,0.03,4.478834124
179,131.15683,-15.46755001,1,Lmic,1.26,1.63,0.605,0.676,1.70E-05,1.354160786,61.36918015,0.06,4.75730645
180,143.6031,-15.4253,1,Lmic,1.46,1.7,0.718,0.616,6.27E-05,1.383965683,46.2328347,0.05,4.637633479
181,129.54242,-15.32399,1,Lmic,1.53,1.87,0.598,0.605,1.70E-05,1.307664394,27.84790591,0.03,4.59764429
182,145,-15.2833,1,Lmic,1.72,1.93,0.996,0.87,6.27E-05,1.315106392,60.84073117,0.06,5.741511609
183,125.59167,-15.26667001,1,Lmic,1.73,2.06,0.956,1.042,7.93E-05,1.153153038,16.48250777,0.02,4.372449061
184,125.72756,-15.20994,1,Lmic,1.66,1.99,0.977,1.055,7.93E-05,1.682766724,16.48250777,0.02,4.325669226
185,125.4667,-15.1667,1,Lmic,1.76,2.08,0.978,1.067,7.93E-05,1.140771008,18.07046237,0.02,4.454801035
186,143.9261,-15.17348,1,Lmic,1.59,1.82,0.701,0.606,6.27E-05,1.513279819,23.46806989,0.02,4.868512725
187,127.1,-15.13333,1,Lmic,1.5,1.84,0.757,0.772,7.93E-05,1.405110741,46.37568866,0.05,3.915760982
188,126.13333,-15.11667,1,Lmic,1.6,1.94,0.933,0.987,7.93E-05,1.424116707,37.21128757,0.04,4.166075258
189,125.16667,-15.075,1,Lmic,1.85,2.16,0.987,1.074,7.93E-05,1.28730917,35.03308745,0.04,4.614180099
190,130.47622,-15.07637,1,Lmic,1.39,1.74,0.658,0.732,1.70E-05,1.352795029,51.78675506,0.05,4.971709686
191,126.66667,-15.03333,1,Lmic,1.58,1.92,0.825,0.85,7.93E-05,1.841852188,30.02094146,0.03,3.945730357
192,143.92,-14.97,1,Lmic,1.61,1.84,0.725,0.634,6.27E-05,1.635779381,23.46806989,0.02,4.841178531
193,131.2083,-14.93788,1,Lmic,1.28,1.65,0.678,0.772,1.70E-05,1.518283463,46.96955716,0.05,4.934254592
194,126.22194,-14.80528,1,Lmic,1.65,1.98,0.928,0.954,7.93E-05,1.369567966,37.21128757,0.04,4.20603911
195,126.83056,-14.82639,1,Lmic,1.65,1.98,0.797,0.805,7.93E-05,1.336453438,14.80900585,0.01,3.951816638
196,130.83456,-14.74859,1,Lmic,1.34,1.7,0.713,0.8,1.70E-05,1.254983997,3.918290485,0,5.010941929
197,130.7997,-14.7533,1,Lmic,1.38,1.74,0.697,0.78,1.70E-05,1.616644859,3.918290485,0,5.010540467
198,125.3222,-14.7297,1,Lmic,1.88,2.18,0.977,1.03,7.93E-05,1.212188625,43.38123894,0.04,4.633342066
199,126.9,-14.71667,1,Lmic,1.62,1.94,0.798,0.799,7.93E-05,1.741436768,12.53116284,0.01,4.016529344
200,127,-14.66667,1,Lmic,1.64,1.96,0.775,0.773,7.93E-05,1.417381477,12.53116284,0.01,4.067417351
201,143.67039,-14.66481,1,Lmic,1.59,1.82,0.82,0.72,6.27E-05,1.54522047,44.80029551,0.04,4.613402652
202,129.9978,-14.5892,1,Lmic,1.55,1.89,0.703,0.734,0.000102897,1.521869946,17.29919927,0.02,4.945664882
203,130.15122,-14.56526,1,Lmic,1.48,1.82,0.726,0.769,0.000102897,1.175081158,17.29919927,0.02,4.967398333
204,130.33961,-14.55149,1,Lmic,1.42,1.76,0.74,0.796,0.000102897,1.308288383,21.03119334,0.02,4.992922609
205,142.8495,-14.4271,1,Lmic,1.56,1.8,0.878,0.768,6.27E-05,1.873830414,95.38273928,0.1,4.676802752
206,129.60231,-14.38269,1,Lmic,1.62,1.94,0.72,0.724,0.000102898,1.537386703,50.02016262,0.05,4.909407126
207,31.45,-14.35,1,Lmic,1.12,1.4,0.727,0.385,0.015441401,1.352795029,419.3237965,0.42,2.910278288
208,132.4487,-14.2302,1,Lmic,1.32,1.68,0.707,0.793,4.67E-05,1.554988956,7.463196087,0.01,4.870772415
209,133.41199,-14.31758,1,Lmic,1.35,1.71,0.667,0.713,4.67E-05,1.289134026,71.06834538,0.07,4.662349632
210,126.63333,-14.3,1,Lmic,1.7,2,0.811,0.793,7.93E-05,1.885594559,31.48987175,0.03,4.148872778
211,130.6806,-14.23649,1,Lmic,1.38,1.72,0.798,0.856,0.000102897,1.394058704,25.89438482,0.03,5.042584207
212,130.2913,-14.20999,1,Lmic,1.44,1.77,0.796,0.835,0.000102897,1.409021091,37.20809161,0.04,5.011959037
213,126.36667,-14.2085,1,Lmic,1.82,2.12,0.792,0.772,7.93E-05,1.879859352,31.48987175,0.03,4.293704363
214,132.18453,-14.19859,1,Lmic,1.36,1.72,0.717,0.8,4.67E-05,1.23543644,3.621440878,0,4.929682224
215,132.21467,-14.18672,1,Lmic,1.34,1.7,0.721,0.805,4.67E-05,1.745462799,3.621440878,0,4.926794506
216,136.4345,-14.08189,1,Lmic,1.79,2.09,0.807,0.648,0.001012929,2.148797226,12.35022035,0.01,4.509627953
